,UserId,Attraction,Rating
30369,75866,Sacred Monkey Forest Sanctuary,5
30370,26929,Sacred Monkey Forest Sanctuary,5
30371,71370,Sacred Monkey Forest Sanctuary,5
30372,28214,Tegalalang Rice Terrace,4
30373,34813,Tegalalang Rice Terrace,3
30375,44720,Tegalalang Rice Terrace,5
30376,41124,Tegalalang Rice Terrace,4
30377,60981,Tegalalang Rice Terrace,4
30378,70303,Tegalalang Rice Terrace,3
30379,71370,Tegalalang Rice Terrace,5
30380,27595,Kuta Beach - Bali,3
30381,72746,Kuta Beach - Bali,3
30382,24737,Sanur Beach,4
30383,28214,Seminyak Beach,3
30384,68003,Seminyak Beach,3
30385,20020,Seminyak Beach,3
30386,13390,Seminyak Beach,5
30387,12603,Uluwatu Temple,5
30388,37891,Uluwatu Temple,5
30389,30728,Uluwatu Temple,4
30390,4754,Waterbom Bali,5
30391,75866,Merapi Volcano,2
30392,28264,Sacred Monkey Forest Sanctuary,5
30394,40562,Sacred Monkey Forest Sanctuary,5
30395,28264,Tegalalang Rice Terrace,5
30396,40562,Waterbom Bali,5
30397,28294,Sacred Monkey Forest Sanctuary,3
30398,28306,Sacred Monkey Forest Sanctuary,3
30399,28306,Sanur Beach,3
30400,51558,Tanah Lot Temple,3
30401,44536,Uluwatu Temple,2
30402,28315,Sacred Monkey Forest Sanctuary,4
30403,28521,Sacred Monkey Forest Sanctuary,4
30405,28597,Sacred Monkey Forest Sanctuary,4
30406,4262,Sacred Monkey Forest Sanctuary,5
30407,8942,Sacred Monkey Forest Sanctuary,4
30408,27079,Sacred Monkey Forest Sanctuary,3
30409,39423,Sacred Monkey Forest Sanctuary,5
30410,61770,Sacred Monkey Forest Sanctuary,3
30411,62600,Sacred Monkey Forest Sanctuary,5
30412,63502,Sacred Monkey Forest Sanctuary,4
30413,82285,Sacred Monkey Forest Sanctuary,4
30414,26546,Sacred Monkey Forest Sanctuary,5
30415,28597,Sacred Monkey Forest Sanctuary,3
30416,38677,Sacred Monkey Forest Sanctuary,5
30417,85357,Sacred Monkey Forest Sanctuary,4
30418,82285,Tegalalang Rice Terrace,4
30419,38677,Tegalalang Rice Terrace,5
30420,28381,Tegalalang Rice Terrace,3
30421,28381,Tegenungan Waterfall,4
30422,4367,Nusa Dua Beach,3
30423,64163,Nusa Dua Beach,5
30424,35395,Nusa Dua Beach,5
30425,58082,Kuta Beach - Bali,3
30426,66172,Kuta Beach - Bali,5
30427,82802,Kuta Beach - Bali,4
30428,5506,Kuta Beach - Bali,4
30429,44055,Kuta Beach - Bali,4
30430,55482,Kuta Beach - Bali,4
30431,85357,Kuta Beach - Bali,3
30432,5506,Sanur Beach,4
30433,44055,Sanur Beach,4
30434,51656,Sanur Beach,5
30435,58082,Sanur Beach,4
30436,64907,Sanur Beach,2
30437,75394,Seminyak Beach,4
30438,28597,Seminyak Beach,3
30439,55052,Seminyak Beach,4
30440,58021,Seminyak Beach,3
30441,28597,Tanah Lot Temple,5
30442,79376,Tanah Lot Temple,3
30443,20480,Tanah Lot Temple,5
30444,67596,Tanah Lot Temple,4
30445,26546,Waterbom Bali,4
30446,66172,Waterbom Bali,5
30447,20480,Waterbom Bali,5
30448,23726,Waterbom Bali,5
30449,30392,Waterbom Bali,2
30450,37667,Waterbom Bali,4
30451,51337,Waterbom Bali,5
30452,73944,Waterbom Bali,5
30453,28597,Waterbom Bali,5
30454,44055,Waterbom Bali,4
30455,64163,Waterbom Bali,5
30456,85325,Waterbom Bali,5
30457,28543,Sacred Monkey Forest Sanctuary,4
30459,28544,Sacred Monkey Forest Sanctuary,5
30460,3907,Sacred Monkey Forest Sanctuary,3
30461,3907,Tegalalang Rice Terrace,5
30462,76346,Tegalalang Rice Terrace,4
30463,10580,Bromo Tengger Semeru National Park,5
30464,66856,Nusa Dua Beach,4
30465,70627,Nusa Dua Beach,3
30466,66856,Kuta Beach - Bali,4
30467,36455,Sanur Beach,4
30468,70627,Seminyak Beach,4
30469,21128,Tanah Lot Temple,4
30470,38017,Tanah Lot Temple,4
30471,38017,Uluwatu Temple,4
30472,57709,Uluwatu Temple,5
30473,48352,Waterbom Bali,4
30474,54197,Waterbom Bali,4
30475,21128,Ullen Sentalu Museum,4
30477,21128,Ullen Sentalu Museum,5
30479,21128,Ullen Sentalu Museum,3
30483,28556,Sacred Monkey Forest Sanctuary,5
30484,28556,Tegalalang Rice Terrace,4
30485,28556,Tegenungan Waterfall,5
30486,75683,Nusa Dua Beach,5
30487,28596,Sacred Monkey Forest Sanctuary,4
30489,35115,Seminyak Beach,4
30490,28596,Uluwatu Temple,3
30491,16175,Waterbom Bali,5
30492,28596,Waterbom Bali,5
30493,28727,Sacred Monkey Forest Sanctuary,5
30494,61344,Sacred Monkey Forest Sanctuary,4
30495,961,Tegalalang Rice Terrace,5
30496,10299,Tegalalang Rice Terrace,1
30497,13766,Nusa Dua Beach,5
30498,13766,Sanur Beach,4
30499,69714,Seminyak Beach,4
30500,61344,Uluwatu Temple,5
30501,13766,Uluwatu Temple,4
30502,13766,Uluwatu Temple,5
30503,61344,Waterbom Bali,4
30505,13766,Waterbom Bali,5
30506,28913,Sacred Monkey Forest Sanctuary,4
30507,20649,Sacred Monkey Forest Sanctuary,1
30508,71214,Sacred Monkey Forest Sanctuary,4
30509,7469,Sacred Monkey Forest Sanctuary,5
30510,3093,Sacred Monkey Forest Sanctuary,4
30511,20649,Tegalalang Rice Terrace,5
30512,7469,Tegenungan Waterfall,4
30513,55897,Sanur Beach,4
30514,78448,Uluwatu Temple,4
30515,28952,Sacred Monkey Forest Sanctuary,3
30516,28997,Sacred Monkey Forest Sanctuary,4
30517,29093,Sacred Monkey Forest Sanctuary,5
30518,9563,Sacred Monkey Forest Sanctuary,5
30519,56957,Sacred Monkey Forest Sanctuary,5
30520,77990,Sacred Monkey Forest Sanctuary,5
30521,60252,Sacred Monkey Forest Sanctuary,5
30522,29093,Tegalalang Rice Terrace,2
30523,85663,Tegalalang Rice Terrace,5
30524,16951,Nusa Dua Beach,5
30525,77990,Uluwatu Temple,4
30526,29283,Sacred Monkey Forest Sanctuary,5
30527,41707,Sacred Monkey Forest Sanctuary,4
30528,41707,Sacred Monkey Forest Sanctuary,5
30529,28794,Sacred Monkey Forest Sanctuary,3
30530,31522,Sacred Monkey Forest Sanctuary,4
30531,46920,Sacred Monkey Forest Sanctuary,5
30532,49611,Sacred Monkey Forest Sanctuary,5
30533,50368,Sacred Monkey Forest Sanctuary,4
30534,64301,Sacred Monkey Forest Sanctuary,4
30535,66438,Sacred Monkey Forest Sanctuary,3
30537,67868,Sacred Monkey Forest Sanctuary,4
30538,75045,Sacred Monkey Forest Sanctuary,3
30539,85819,Sempu Island,4
30540,4680,Tegalalang Rice Terrace,5
30541,24514,Tegalalang Rice Terrace,5
30542,73002,Tegalalang Rice Terrace,5
30543,5905,Tegalalang Rice Terrace,4
30544,34969,Tegalalang Rice Terrace,3
30545,49611,Tegalalang Rice Terrace,5
30546,67868,Tegalalang Rice Terrace,4
30547,38890,Bromo Tengger Semeru National Park,3
30548,4680,Tegenungan Waterfall,5
30549,29815,Tegenungan Waterfall,2
30550,31522,Tegenungan Waterfall,4
30551,67868,Tegenungan Waterfall,3
30552,86581,Nusa Dua Beach,5
30553,73002,Kuta Beach - Bali,3
30554,86581,Kuta Beach - Bali,5
30555,48274,Sanur Beach,2
30556,50368,Sanur Beach,4
30557,83303,Tanah Lot Temple,5
30558,49135,Tanah Lot Temple,1
30559,65113,Tanah Lot Temple,4
30560,34166,Uluwatu Temple,5
30561,50368,Uluwatu Temple,4
30562,86681,Uluwatu Temple,4
30563,48279,Waterbom Bali,4
30564,73012,Waterbom Bali,5
30565,86681,Waterbom Bali,5
30566,46920,Yogyakarta Palace,1
30567,69303,Khayangan Reflexology & Massage,5
30568,69733,Museum Malang Tempo Doeloe,3
30569,29729,Sacred Monkey Forest Sanctuary,5
30570,29729,Tegalalang Rice Terrace,4
30571,29729,Tegenungan Waterfall,3
30572,29845,Sacred Monkey Forest Sanctuary,4
30573,31298,Sacred Monkey Forest Sanctuary,4
30574,38046,Sacred Monkey Forest Sanctuary,4
30575,43870,Sacred Monkey Forest Sanctuary,4
30576,87229,Sacred Monkey Forest Sanctuary,3
30577,11614,Sacred Monkey Forest Sanctuary,5
30578,23556,Tegalalang Rice Terrace,3
30579,38046,Tegalalang Rice Terrace,4
30580,69030,Tegalalang Rice Terrace,5
30581,72302,Tegalalang Rice Terrace,5
30582,87229,Tegalalang Rice Terrace,3
30583,31997,Tegalalang Rice Terrace,4
30584,77327,Tegalalang Rice Terrace,5
30585,77787,Tegalalang Rice Terrace,4
30586,43182,Water Castle (Tamansari),5
30587,71729,Water Castle (Tamansari),4
30589,15257,Bromo Tengger Semeru National Park,5
30590,66875,Bromo Tengger Semeru National Park,5
30591,68450,Bromo Tengger Semeru National Park,5
30592,69006,Bromo Tengger Semeru National Park,5
30593,77966,Bromo Tengger Semeru National Park,4
30594,83874,Bromo Tengger Semeru National Park,5
30595,10808,Bromo Tengger Semeru National Park,4
30596,33862,Tegenungan Waterfall,3
30597,71729,Coban Rondo Waterfall,4
30598,83874,Coban Rondo Waterfall,5
30599,31298,Nusa Dua Beach,3
30600,52508,Nusa Dua Beach,4
30601,71282,Nusa Dua Beach,4
30602,73225,Nusa Dua Beach,4
30603,66579,Nusa Dua Beach,5
30604,85814,Nusa Dua Beach,4
30605,85206,Nusa Dua Beach,5
30606,64405,Nusa Dua Beach,3
30607,5895,Kuta Beach - Bali,3
30608,15630,Kuta Beach - Bali,3
30609,54698,Kuta Beach - Bali,4
30610,66214,Kuta Beach - Bali,4
30611,19063,Kuta Beach - Bali,5
30612,23429,Kuta Beach - Bali,4
30613,32081,Kuta Beach - Bali,3
30614,56159,Kuta Beach - Bali,5
30616,68132,Kuta Beach - Bali,3
30617,71233,Kuta Beach - Bali,3
30618,2580,Kuta Beach - Bali,4
30619,36740,Kuta Beach - Bali,3
30620,77787,Kuta Beach - Bali,4
30622,39779,Sanur Beach,4
30623,54698,Sanur Beach,3
30624,66214,Sanur Beach,5
30625,4050,Sanur Beach,4
30626,4671,Sanur Beach,4
30627,60151,Sanur Beach,4
30628,66579,Sanur Beach,5
30629,78278,Sanur Beach,4
30630,77787,Sanur Beach,3
30631,85982,Sanur Beach,5
30632,31237,Sanur Beach,3
30633,16985,Seminyak Beach,5
30634,38003,Seminyak Beach,4
30635,41105,Seminyak Beach,5
30636,3520,Balekambang Beach,4
30637,71729,Balekambang Beach,5
30638,13548,Goa Cina Beach,3
30639,37018,Tanah Lot Temple,5
30640,39524,Tanah Lot Temple,3
30641,54698,Tanah Lot Temple,4
30642,59896,Tanah Lot Temple,5
30644,66214,Tanah Lot Temple,5
30645,35073,Tanah Lot Temple,3
30646,77787,Tanah Lot Temple,5
30647,3815,Tanah Lot Temple,4
30648,9056,Uluwatu Temple,4
30649,15231,Uluwatu Temple,5
30650,66214,Uluwatu Temple,5
30651,82734,Uluwatu Temple,5
30652,31298,Uluwatu Temple,4
30653,63610,Uluwatu Temple,3
30654,68132,Uluwatu Temple,4
30655,11614,Uluwatu Temple,4
30656,41105,Uluwatu Temple,4
30657,78278,Uluwatu Temple,5
30658,87345,Uluwatu Temple,5
30659,15223,Waterbom Bali,5
30660,37018,Waterbom Bali,5
30661,7141,Waterbom Bali,4
30662,10764,Waterbom Bali,4
30663,18306,Waterbom Bali,4
30664,24609,Waterbom Bali,5
30665,27634,Waterbom Bali,5
30666,39960,Waterbom Bali,5
30667,41105,Waterbom Bali,4
30668,45616,Waterbom Bali,5
30669,27009,Waterbom Bali,5
30670,31607,Waterbom Bali,5
30671,39993,Waterbom Bali,5
30672,63069,Waterbom Bali,4
30673,63890,Waterbom Bali,3
30674,78278,Waterbom Bali,5
30675,64405,Ullen Sentalu Museum,3
30676,64405,Ullen Sentalu Museum,4
30677,39953,Ullen Sentalu Museum,4
30679,57619,Ullen Sentalu Museum,5
30680,57619,Ullen Sentalu Museum,4
30682,57619,Ullen Sentalu Museum,3
30683,67543,Ullen Sentalu Museum,5
30684,4671,Ullen Sentalu Museum,5
30685,10777,Merapi Volcano,5
30687,10777,Merapi Volcano,4
30689,30260,Merapi Volcano,5
30690,37018,Merapi Volcano,5
30691,37018,Merapi Volcano,4
30693,73365,Merapi Volcano,3
30694,68450,Merapi Volcano,5
30698,82734,Mount Semeru Volcano,5
30699,10808,Mount Semeru Volcano,5
30700,62309,Malioboro Road,4
30701,62309,Malioboro Road,5
30704,23429,Malioboro Road,3
30705,23429,Malioboro Road,4
30712,61415,Malioboro Road,4
30714,61415,Malioboro Road,3
30715,77787,Malioboro Road,5
30716,77787,Malioboro Road,3
30717,77787,Malioboro Road,4
30721,29011,Malioboro Road,4
30725,56159,Yogyakarta Palace,5
30726,71729,Museum Malang Tempo Doeloe,5
30727,80432,Museum Malang Tempo Doeloe,4
30728,29993,Sacred Monkey Forest Sanctuary,4
30729,10101,Sacred Monkey Forest Sanctuary,4
30730,29993,Tegalalang Rice Terrace,4
30731,29993,Uluwatu Temple,5
30732,30041,Sacred Monkey Forest Sanctuary,4
30733,35028,Sacred Monkey Forest Sanctuary,5
30734,87189,Sacred Monkey Forest Sanctuary,4
30735,55895,Sacred Monkey Forest Sanctuary,5
30736,16625,Sacred Monkey Forest Sanctuary,4
30737,27379,Sacred Monkey Forest Sanctuary,4
30739,18651,Sacred Monkey Forest Sanctuary,5
30740,59728,Sacred Monkey Forest Sanctuary,5
30741,27579,Tegalalang Rice Terrace,2
30742,61812,Tegalalang Rice Terrace,3
30744,63135,Tegalalang Rice Terrace,5
30745,15306,Tegalalang Rice Terrace,4
30746,35185,Tegalalang Rice Terrace,3
30747,60721,Tegalalang Rice Terrace,4
30748,74349,Tegalalang Rice Terrace,4
30750,74672,Tegalalang Rice Terrace,5
30751,76279,Tegalalang Rice Terrace,5
30752,18651,Tegalalang Rice Terrace,5
30753,30041,Tegenungan Waterfall,5
30754,76279,Tegenungan Waterfall,5
30755,48601,Nusa Dua Beach,5
30756,63135,Nusa Dua Beach,5
30757,84700,Nusa Dua Beach,4
30758,26931,Kuta Beach - Bali,5
30759,25967,Kuta Beach - Bali,4
30760,63135,Kuta Beach - Bali,3
30761,63835,Kuta Beach - Bali,4
30762,84700,Kuta Beach - Bali,4
30763,8963,Kuta Beach - Bali,3
30764,54078,Kuta Beach - Bali,5
30765,60005,Kuta Beach - Bali,3
30766,75135,Kuta Beach - Bali,5
30767,81885,Kuta Beach - Bali,4
30768,72958,Sanur Beach,4
30769,27579,Sanur Beach,4
30770,79353,Sanur Beach,3
30771,41729,Sanur Beach,1
30772,77320,Sanur Beach,5
30773,35028,Seminyak Beach,4
30774,67756,Seminyak Beach,3
30775,6072,Seminyak Beach,4
30776,7994,Seminyak Beach,2
30777,22243,Seminyak Beach,4
30778,38716,Seminyak Beach,4
30779,41729,Seminyak Beach,4
30780,52401,Seminyak Beach,4
30781,65588,Seminyak Beach,4
30782,74349,Seminyak Beach,5
30783,74672,Seminyak Beach,5
30784,67756,Tanah Lot Temple,5
30785,63135,Tanah Lot Temple,4
30786,84700,Tanah Lot Temple,4
30787,6072,Tanah Lot Temple,5
30788,10419,Tanah Lot Temple,4
30789,15820,Tanah Lot Temple,4
30790,36385,Tanah Lot Temple,4
30791,54078,Tanah Lot Temple,5
30792,67306,Tanah Lot Temple,4
30793,69145,Tanah Lot Temple,5
30794,73448,Tanah Lot Temple,4
30795,79438,Tanah Lot Temple,4
30796,52401,Uluwatu Temple,5
30797,61406,Uluwatu Temple,5
30798,84700,Uluwatu Temple,5
30799,11294,Uluwatu Temple,5
30800,27797,Uluwatu Temple,5
30801,29106,Uluwatu Temple,4
30802,87711,Uluwatu Temple,4
30803,67756,Uluwatu Temple,4
30804,45975,Waterbom Bali,4
30805,87189,Waterbom Bali,4
30806,12911,Waterbom Bali,5
30807,54109,Waterbom Bali,4
30808,63835,Waterbom Bali,5
30809,71431,Waterbom Bali,5
30810,9712,Waterbom Bali,3
30813,61406,Malioboro Road,5
30814,54073,Jodipan Colorful Village,4
30815,30045,Sacred Monkey Forest Sanctuary,5
30816,47747,Sacred Monkey Forest Sanctuary,5
30817,79882,Sacred Monkey Forest Sanctuary,5
30818,3088,Sacred Monkey Forest Sanctuary,5
30819,23179,Sacred Monkey Forest Sanctuary,4
30820,24470,Sacred Monkey Forest Sanctuary,5
30822,49267,Sacred Monkey Forest Sanctuary,4
30823,40417,Tegalalang Rice Terrace,3
30824,8068,Tegalalang Rice Terrace,4
30825,40417,Tegenungan Waterfall,4
30826,3088,Tegenungan Waterfall,4
30827,47747,Kuta Beach - Bali,1
30828,8068,Seminyak Beach,5
30829,30119,Sacred Monkey Forest Sanctuary,4
30830,65169,Sacred Monkey Forest Sanctuary,4
30831,30169,Sacred Monkey Forest Sanctuary,3
30833,13668,Sacred Monkey Forest Sanctuary,5
30834,59973,Sacred Monkey Forest Sanctuary,5
30835,84597,Sacred Monkey Forest Sanctuary,5
30836,30169,Tegalalang Rice Terrace,5
30837,84597,Tegalalang Rice Terrace,5
30838,30169,Tegenungan Waterfall,4
30839,84597,Nusa Dua Beach,4
30840,34972,Seminyak Beach,4
30841,30169,Tanah Lot Temple,5
30842,24823,Uluwatu Temple,5
30843,30359,Sacred Monkey Forest Sanctuary,3
30844,71920,Sacred Monkey Forest Sanctuary,4
30845,75270,Sacred Monkey Forest Sanctuary,5
30846,77495,Sacred Monkey Forest Sanctuary,4
30847,83174,Sacred Monkey Forest Sanctuary,3
30848,23734,Sacred Monkey Forest Sanctuary,5
30849,25654,Sacred Monkey Forest Sanctuary,3
30850,58967,Sacred Monkey Forest Sanctuary,4
30851,75270,Sacred Monkey Forest Sanctuary,4
30852,4599,Sacred Monkey Forest Sanctuary,2
30853,6693,Sacred Monkey Forest Sanctuary,5
30854,12247,Sacred Monkey Forest Sanctuary,5
30855,13241,Sacred Monkey Forest Sanctuary,5
30856,22985,Sacred Monkey Forest Sanctuary,5
30857,59872,Sacred Monkey Forest Sanctuary,5
30862,76978,Sacred Monkey Forest Sanctuary,4
30863,71140,Sacred Monkey Forest Sanctuary,5
30864,77495,Tegalalang Rice Terrace,5
30865,58104,Tegalalang Rice Terrace,4
30866,13241,Tegalalang Rice Terrace,5
30867,62076,Tegalalang Rice Terrace,3
30868,66729,Tegalalang Rice Terrace,3
30869,75270,Tegalalang Rice Terrace,5
30870,75270,Tegalalang Rice Terrace,4
30871,79138,Tegalalang Rice Terrace,5
30872,75270,Tegenungan Waterfall,4
30873,13241,Tegenungan Waterfall,5
30874,61544,Tegenungan Waterfall,5
30875,75270,Tegenungan Waterfall,5
30876,26646,Nusa Dua Beach,5
30877,65243,Nusa Dua Beach,4
30878,23529,Sanur Beach,5
30879,12243,Sanur Beach,5
30880,63392,Sanur Beach,4
30881,71920,Sanur Beach,4
30882,75270,Tanah Lot Temple,4
30883,42445,Tanah Lot Temple,5
30884,43231,Tanah Lot Temple,4
30885,28882,Tanah Lot Temple,5
30886,28882,Uluwatu Temple,5
30887,75270,Waterbom Bali,5
30888,55851,Waterbom Bali,5
30889,59411,Waterbom Bali,5
30890,35797,Waterbom Bali,5
30891,30380,Sacred Monkey Forest Sanctuary,4
30892,30701,Sacred Monkey Forest Sanctuary,5
30893,34315,Sacred Monkey Forest Sanctuary,4
30894,48116,Sacred Monkey Forest Sanctuary,3
30895,63310,Sacred Monkey Forest Sanctuary,5
30896,64387,Sacred Monkey Forest Sanctuary,5
30897,82224,Sacred Monkey Forest Sanctuary,5
30898,30846,Sacred Monkey Forest Sanctuary,5
30899,42890,Sacred Monkey Forest Sanctuary,4
30900,21233,Sacred Monkey Forest Sanctuary,5
30901,24657,Sacred Monkey Forest Sanctuary,4
30902,27024,Sacred Monkey Forest Sanctuary,5
30903,49061,Sacred Monkey Forest Sanctuary,5
30904,49221,Sacred Monkey Forest Sanctuary,3
30905,49221,Sacred Monkey Forest Sanctuary,2
30906,49263,Sacred Monkey Forest Sanctuary,4
30908,49673,Sacred Monkey Forest Sanctuary,4
30909,55442,Sacred Monkey Forest Sanctuary,5
30910,64387,Sacred Monkey Forest Sanctuary,4
30911,67147,Sacred Monkey Forest Sanctuary,4
30913,71511,Sacred Monkey Forest Sanctuary,5
30914,71652,Sacred Monkey Forest Sanctuary,3
30915,72068,Sacred Monkey Forest Sanctuary,5
30916,86158,Sacred Monkey Forest Sanctuary,5
30917,30701,Tegalalang Rice Terrace,5
30918,82224,Tegalalang Rice Terrace,4
30919,36841,Tegalalang Rice Terrace,5
30920,5403,Tegalalang Rice Terrace,4
30921,27024,Tegalalang Rice Terrace,5
30922,49949,Tegalalang Rice Terrace,5
30923,54770,Tegalalang Rice Terrace,5
30924,64387,Tegalalang Rice Terrace,3
30925,67147,Tegalalang Rice Terrace,5
30926,77151,Tegalalang Rice Terrace,4
30927,30201,Tegalalang Rice Terrace,1
30928,20308,Tegenungan Waterfall,5
30929,73885,Tegenungan Waterfall,3
30930,30846,Tegenungan Waterfall,5
30931,42890,Tegenungan Waterfall,2
30932,71511,Tegenungan Waterfall,5
30933,27024,Nusa Dua Beach,5
30934,63310,Nusa Dua Beach,5
30935,33251,Kuta Beach - Bali,2
30937,42890,Kuta Beach - Bali,4
30938,49221,Kuta Beach - Bali,4
30939,73885,Kuta Beach - Bali,4
30940,31193,Kuta Beach - Bali,4
30941,64387,Sanur Beach,5
30942,55442,Sanur Beach,4
30943,73885,Seminyak Beach,4
30944,49221,Seminyak Beach,3
30945,64387,Seminyak Beach,4
30946,79293,Seminyak Beach,4
30947,71511,Seminyak Beach,5
30948,82224,Tanah Lot Temple,5
30949,22189,Tanah Lot Temple,5
30951,67147,Tanah Lot Temple,5
30952,49673,Uluwatu Temple,4
30953,55132,Waterbom Bali,5
30954,55442,Waterbom Bali,5
30956,57121,Waterbom Bali,5
30957,64387,Waterbom Bali,5
30959,68058,Waterbom Bali,5
30960,80077,Waterbom Bali,5
30961,38482,Waterbom Bali,5
30962,49221,Waterbom Bali,5
30963,49673,Waterbom Bali,5
30964,30776,Sacred Monkey Forest Sanctuary,3
30965,22032,Sacred Monkey Forest Sanctuary,5
30966,76598,Sacred Monkey Forest Sanctuary,5
30968,22032,Kuta Beach - Bali,3
30969,30811,Sacred Monkey Forest Sanctuary,5
30970,36163,Sacred Monkey Forest Sanctuary,4
30971,36773,Tegenungan Waterfall,1
30972,31071,Sacred Monkey Forest Sanctuary,5
30973,49390,Sacred Monkey Forest Sanctuary,5
30974,81161,Sacred Monkey Forest Sanctuary,5
30975,49390,Kuta Beach - Bali,4
30976,57272,Uluwatu Temple,5
30977,31173,Sacred Monkey Forest Sanctuary,4
30978,63862,Sacred Monkey Forest Sanctuary,3
30979,6429,Sacred Monkey Forest Sanctuary,5
30980,14960,Sacred Monkey Forest Sanctuary,5
30981,26650,Sacred Monkey Forest Sanctuary,2
30982,6429,Tegalalang Rice Terrace,3
30983,63862,Seminyak Beach,1
30984,2250,Seminyak Beach,4
30985,63862,Uluwatu Temple,4
30987,75308,Waterbom Bali,5
30988,31235,Sacred Monkey Forest Sanctuary,5
30989,68022,Sacred Monkey Forest Sanctuary,5
30990,45732,Sacred Monkey Forest Sanctuary,4
30991,59669,Sacred Monkey Forest Sanctuary,5
30992,45732,Tegalalang Rice Terrace,5
30994,68022,Tegenungan Waterfall,4
30995,80407,Kuta Beach - Bali,1
30996,31280,Sacred Monkey Forest Sanctuary,5
30998,11198,Sacred Monkey Forest Sanctuary,4
30999,22881,Sacred Monkey Forest Sanctuary,1
31000,38561,Sacred Monkey Forest Sanctuary,4
31001,77516,Sacred Monkey Forest Sanctuary,5
31002,79911,Sacred Monkey Forest Sanctuary,5
31004,77516,Tegalalang Rice Terrace,4
31006,79911,Tegalalang Rice Terrace,5
31007,31313,Sacred Monkey Forest Sanctuary,5
31008,32444,Sacred Monkey Forest Sanctuary,5
31009,10301,Sacred Monkey Forest Sanctuary,5
31010,20342,Sacred Monkey Forest Sanctuary,5
31011,34060,Sacred Monkey Forest Sanctuary,5
31012,40139,Sacred Monkey Forest Sanctuary,5
31013,67101,Sacred Monkey Forest Sanctuary,4
31014,84028,Sacred Monkey Forest Sanctuary,3
31015,83540,Sacred Monkey Forest Sanctuary,4
31016,55504,Sacred Monkey Forest Sanctuary,5
31017,53351,Sacred Monkey Forest Sanctuary,5
31018,15211,Tegalalang Rice Terrace,4
31019,47000,Tegalalang Rice Terrace,5
31020,67101,Tegalalang Rice Terrace,3
31022,86739,Tegalalang Rice Terrace,3
31023,33905,Tegalalang Rice Terrace,5
31024,49128,Bromo Tengger Semeru National Park,5
31025,31313,Tegenungan Waterfall,5
31026,67101,Tegenungan Waterfall,4
31027,746,Nusa Dua Beach,4
31028,15211,Nusa Dua Beach,4
31030,86739,Nusa Dua Beach,4
31031,9505,Kuta Beach - Bali,4
31032,10070,Kuta Beach - Bali,5
31033,45229,Kuta Beach - Bali,5
31034,50313,Kuta Beach - Bali,4
31035,84711,Kuta Beach - Bali,1
31036,10301,Kuta Beach - Bali,1
31037,48980,Kuta Beach - Bali,4
31038,83841,Kuta Beach - Bali,5
31039,88028,Kuta Beach - Bali,3
31040,67101,Sanur Beach,3
31041,85423,Sanur Beach,5
31042,17474,Sanur Beach,5
31044,81376,Seminyak Beach,3
31045,53351,Seminyak Beach,4
31046,67101,Seminyak Beach,4
31047,70236,Seminyak Beach,5
31049,15211,Seminyak Beach,4
31050,35356,Seminyak Beach,4
31051,15211,Tanah Lot Temple,5
31052,47000,Uluwatu Temple,5
31053,68745,Uluwatu Temple,4
31054,34060,Uluwatu Temple,5
31055,48024,Uluwatu Temple,5
31056,12483,Waterbom Bali,4
31057,38355,Waterbom Bali,5
31058,48678,Waterbom Bali,5
31059,55504,Waterbom Bali,5
31060,87413,Waterbom Bali,5
31061,20342,Waterbom Bali,5
31062,22946,Waterbom Bali,5
31063,26254,Waterbom Bali,5
31064,45229,Waterbom Bali,5
31065,48980,Waterbom Bali,4
31066,50313,Waterbom Bali,5
31067,67101,Waterbom Bali,5
31069,69203,Waterbom Bali,5
31070,71779,Waterbom Bali,5
31071,84936,Waterbom Bali,5
31072,1237,Waterbom Bali,5
31073,14879,Waterbom Bali,5
31074,18243,Waterbom Bali,4
31075,27016,Waterbom Bali,5
31076,39586,Waterbom Bali,5
31077,49628,Waterbom Bali,5
31078,88028,Waterbom Bali,5
31079,15211,Ullen Sentalu Museum,5
31081,15211,Ullen Sentalu Museum,4
31086,77694,Ullen Sentalu Museum,4
31088,15211,Ullen Sentalu Museum,3
31092,16527,Malioboro Road,5
31093,31320,Sacred Monkey Forest Sanctuary,5
31094,13616,Sanur Beach,5
31095,55202,Seminyak Beach,3
31096,31320,Seminyak Beach,5
31097,31320,Waterbom Bali,5
31098,31356,Sacred Monkey Forest Sanctuary,5
31099,51728,Sacred Monkey Forest Sanctuary,5
31100,43032,Sacred Monkey Forest Sanctuary,4
31101,29313,Sacred Monkey Forest Sanctuary,1
31102,35563,Sacred Monkey Forest Sanctuary,5
31103,65966,Sacred Monkey Forest Sanctuary,5
31104,79697,Sacred Monkey Forest Sanctuary,4
31105,12190,Tegalalang Rice Terrace,5
31106,43032,Tegenungan Waterfall,4
31107,18017,Tegenungan Waterfall,5
31108,49773,Nusa Dua Beach,5
31109,81074,Nusa Dua Beach,4
31110,75699,Kuta Beach - Bali,2
31111,72961,Seminyak Beach,3
31113,65966,Tanah Lot Temple,3
31114,18017,Tanah Lot Temple,4
31115,72961,Uluwatu Temple,5
31116,18017,Uluwatu Temple,5
31117,7565,Waterbom Bali,5
31118,72961,Waterbom Bali,5
31119,38508,Waterbom Bali,4
31120,31517,Sacred Monkey Forest Sanctuary,5
31121,31598,Sacred Monkey Forest Sanctuary,4
